timestamp,source,category,title,상태
2026-05-03 19:09,AI Refined,네이트판 인기 스토리,"남편, 입덧 아내 버리고 ""이것"" 하러 간 역대급 썰! 네이트판 눈물바다",완료
2026-05-04 10:12,AI Refined,정치 우파 관점,"2026 지방선거, TK마저 등 돌린 국힘? 숨겨진 민심 분석",완료
2026-05-04 10:12,AI Refined,정치 우파 관점,"이재명 정부 경제 정책 비판, 우리 지갑에 미칠 영향은? (우파 시각)",완료
2026-05-04 10:12,AI Refined,정치 좌파 관점,"민주당 48.6% 지지율! 2026 지방선거 압승, 이재명 리더십의 비밀",완료
2026-05-04 10:12,AI Refined,정치 좌파 관점,"국민의힘 31.6% 추락, 2030이 돌아선 윤석열 정부의 치명적 오판은?",완료
2026-05-04 10:12,AI Refined,보조금/지원금/복지,"2024년 정부 지원금, 신청 안하면 손해! 숨은 혜택 5가지 바로 확인",완료
2026-05-04 10:12,AI Refined,보조금/지원금/복지,"소상공인, 저소득층 주목! 이재명표 민생 복지 혜택, 나도 받을 수 있을까?",완료
2026-05-04 10:12,AI Refined,예적금/특판,"은행들이 쉬쉬하는 '고금리 특판 예금', 5분 만에 찾아내는 비법 공개",완료
2026-05-04 10:12,AI Refined,예적금/특판,"2024년 상반기 마지막! 월복리 6%대 예적금, 지금 놓치면 평생 후회?",완료
2026-05-04 10:12,AI Refined,연금/시니어,"국민연금 개편, 내 연금 100만원 더 받는 '이것' 놓치면 후회합니다",완료
2026-05-04 10:12,AI Refined,연금/시니어,은퇴 후 매달 200만원 보장! 시니어들을 위한 숨겨진 재테크 꿀팁 대방출,완료
2026-05-04 10:12,AI Refined,부동산/청약,"서울시 모아타운 대수술! 내집마련 꿈, '이것' 알면 현실이 된다",완료
2026-05-04 10:12,AI Refined,부동산/청약,2024년 하반기 역대급 청약 폭탄! 로또 아파트 당첨 확률 2배 높이는 필승 전략,완료
2026-05-04 10:12,AI Refined,세금/절세,"직장인이라면 당장 확인! 숨겨진 세금 환급금 50만원, 5분 만에 찾아가세요",완료
2026-05-04 10:12,AI Refined,세금/절세,종합소득세 폭탄 피하고 100만원 더 버는! 전문가만 아는 절세 비법 대공개,완료
2026-05-04 10:12,AI Refined,도파민/이슈,"속보) 장원영, 뷔와 공개 열애설 인정? 역대급 발언 전문 유출 (진실은?)",완료
2026-05-04 10:12,AI Refined,도파민/이슈,"""엔시티위시 유우시, 친일파 논란 재점화! 팬덤 분열 역대급 이유와 파장 분석""",완료
2026-05-04 10:12,AI Refined,네이트판 인기 스토리,"네이트판 레전드 썰) '친구 시어머니상, 과연 가야 할까요?' 당신의 선택은?",완료
2026-05-04 10:12,AI Refined,네이트판 인기 스토리,"'장원영이 불쌍하다는 팬들의 절규' 아이돌의 빛과 그림자, 충격적인 진짜 이유는?",완료
2026-05-04 11:58,AI Refined,정치 우파 관점,정청래 '오빠강요' 논란? 野 내로남불 총선 패배 예고편,완료
2026-05-04 11:58,AI Refined,정치 우파 관점,TK 민심도 '등 돌리나?' 尹정부 지지율 50%대 붕괴 충격 분석,완료
2026-05-04 11:58,AI Refined,정치 좌파 관점,"""중도층 이탈 시작됐다!"" 尹대통령 지지율 50% 붕괴, 진짜 위기는?",완료
2026-05-04 11:58,AI Refined,정치 좌파 관점,"2026 지방선거, 민주당 '골든타임' 활용법? 벌써 판세 뒤집나",완료
2026-05-04 11:58,AI Refined,보조금/지원금/복지,숨은 정부지원금 아직도 못 받았다고? 2024년 놓치지 말아야 할 혜택 총정리,완료
2026-05-04 11:58,AI Refined,보조금/지원금/복지,물가 폭등 속 '이것'만 알면 생활비 확 준다! 놓치면 후회할 최신 지원금은?,완료
2026-05-04 11:58,AI Refined,예적금/특판,1억이 156억으로? '투자 전설'이 찍은 2024년 황금 주식 종목은 바로 이것!,완료
2026-05-04 11:58,AI Refined,예적금/특판,"""셀인메이""는 옛말? 코스피 사상 최고가 갱신! 지금 팔아야 할까, 더 사야 할까?",완료
2026-05-04 11:58,AI Refined,연금/시니어,50대부터 기억력 비상? '이 증상' 보인다면 즉시 알츠하이머 검진 필수!,완료
2026-05-04 11:58,AI Refined,부동산/청약,"""오세훈 탓?"" 한강벨트 집값 논란 점화! 내 아파트 값은 오를까 내릴까?",완료
2026-05-04 11:58,AI Refined,세금/절세,월급쟁이도 연말정산 100만원 더 받는다? 2024년 놓치면 후회할 절세 꿀팁!,완료
2026-05-04 11:58,AI Refined,도파민/이슈,"속보) 장원영, 뷔와 공개 열애 고백? 팬들 충격! 진짜 사귀는 사이?",완료
2026-05-04 11:58,AI Refined,도파민/이슈,'독감 44명'에도 출근? 눈치 보던 유치원 교사 사망… 충격적인 진실,완료
2026-05-04 11:58,AI Refined,네이트판 인기 스토리,"친구 시어머니상 조문, 꼭 가야 할까요? 네이트판 익명 사연, 당신의 선택은?",완료
2026-05-04 11:58,AI Refined,네이트판 인기 스토리,"10년 연애 끝 '파혼'…동호회에서 시작된 최악의 바람, 당신도 당할 수 있다?",완료
2026-05-04 12:13,AI Refined,정치 우파 관점,윤석열 대통령 지지도 두 달 만에 50%대 회복! 지방선거 판세 뒤집나?,완료
2026-05-04 12:13,AI Refined,정치 좌파 관점,"정청래 ""대통령 특검 거부는 헌법 정신 위배""… 진실규명 촉구",완료
2026-05-04 12:13,AI Refined,보조금/지원금/복지,"2024년 놓치면 후회할 숨은 정부지원금, 지금 바로 확인하세요!",완료
2026-05-04 12:13,AI Refined,예적금/특판,1억이 156억 된 투자 전설의 비법 공개! 당신도 부자 될 수 있다?,완료
2026-05-04 12:13,AI Refined,연금/시니어,"50대부터 급증하는 기억력 저하, 알츠하이머 골든타임 놓치지 않는 법",완료
2026-05-04 12:13,AI Refined,부동산/청약,"한강벨트 집값, 총선 표심 뒤흔든다? 2024년 부동산 시장 대전망",완료
2026-05-04 12:13,AI Refined,세금/절세,놓치면 손해! 2024년 숨은 세금 환급금 찾는 법 & 짠테크 절세 팁,완료
2026-05-04 12:13,AI Refined,도파민/이슈,독감 확진에도 출근하다 사망? '눈치 보육'에 쓰러진 유치원 교사의 비극,완료
2026-05-04 12:13,AI Refined,네이트판 인기 스토리,장원영♥뷔 공개 연애 선언? 팬덤 발칵 뒤집은 역대급 스캔들 진실은!,완료
2026-05-04 15:14,AI Refined,정치 우파 관점,"한동훈, '공소취소시 탄핵' 발언 파장! 부산 보궐선거 빅매치 예고?",완료
2026-05-04 15:14,AI Refined,정치 좌파 관점,"국민의힘, 2026 지방선거 판세 뒤집힐까? 민주당 '내란 청산' 요구에 정국 대혼란!",완료
2026-05-04 15:14,AI Refined,보조금/지원금/복지,"월 10만원으로 1500만원 목돈 만들기? 청년내일저축계좌, 지금 바로 신청하세요!",완료
2026-05-04 15:14,AI Refined,예적금/특판,물가 폭등 속 금리인상 시그널? 내 대출 이자 폭탄 피하는 법!,완료
2026-05-04 15:14,AI Refined,연금/시니어,"물가 폭등 속 연금 생활자 비상! 고금리 시대, 시니어 자산 지키는 법",완료
2026-05-04 15:14,AI Refined,부동산/청약,"한강벨트 집값 논란! 오세훈 시장 vs 여당 세금, 2026 부동산 시장 판세는?",완료
2026-05-04 15:14,AI Refined,세금/절세,'여당 세금 폭탄'에 한강벨트 곡소리? 2026년 긴급 절세 전략 지금 확인!,완료
2026-05-04 15:14,AI Refined,도파민/이슈,삼성 노조 '아동 후원금 아깝다'? 전국민 분노 폭발! 도덕성 논란의 전말,완료
2026-05-04 15:14,AI Refined,도파민/이슈,"'장원영-뷔 열애설' 공식 인정?! 팬덤 비상, 소속사 초비상!",완료
2026-05-04 15:14,AI Refined,네이트판 인기 스토리,새아버지-엄마에게 새 아이? 나는 찬밥신세 됐다! 재혼 가정의 충격 고백,완료
2026-05-04 15:14,AI Refined,네이트판 인기 스토리,딸 키워보니 '돈 없는 남자' 결혼 반대? 현실 육아맘의 뼈아픈 조언!,완료
2026-05-04 16:00,AI Refined,정치 우파 관점,"김병기 뇌물죄, 차남 특혜? 국힘이 밝힌 충격 진실!",완료
2026-05-04 16:00,AI Refined,정치 우파 관점,"한동훈, 부산 출마 선언 '탄핵' 발언의 숨겨진 진짜 의미는?",완료
2026-05-04 16:00,AI Refined,정치 좌파 관점,"흔들리는 TK 민심, 보수 텃밭 균열 시작인가?",완료
2026-05-04 16:00,AI Refined,정치 좌파 관점,"오세훈 시장 '집값 부추김' 논란, 서민들은 왜 분노하는가?",완료
2026-05-04 16:00,AI Refined,보조금/지원금/복지,월 10만원으로 1500만원? 2026 청년내일저축계좌 신청 지금 당장 확인!,완료
2026-05-04 16:00,AI Refined,예적금/특판,지금이 주식 매수 적기? 증권사 90% '매수' 리포트의 충격 진실,완료
2026-05-04 16:00,AI Refined,예적금/특판,연 520% 불법 사채의 덫! 당신의 돈을 노리는 함정 피하는 법,완료
2026-05-04 16:00,AI Refined,연금/시니어,"긴급! 어르신 10명 중 2명 ""혼자 대피 불가"" 재난 대비 필수 체크리스트",완료
2026-05-04 16:00,AI Refined,부동산/청약,"서울 아파트 대신 빌라 급증, 당신도 갈아타야 할 때인가?",완료
2026-05-04 16:00,AI Refined,부동산/청약,세종시 아파트 4일째 전기 끊김! 내 집이 안전한지 확인하는 법,완료
2026-05-04 16:00,AI Refined,세금/절세,"2024년 놓치면 후회할 세금 환급, 당신도 몰래 받을 돈이 있다?",완료
2026-05-04 16:00,AI Refined,도파민/이슈,"""혐한 일뽕"" 이젠 K방산 부러워? 일본 매체가 극찬한 K-기술의 비밀",완료
2026-05-04 16:00,AI Refined,도파민/이슈,"논란의 유우시, 친일파 의혹에 학폭까지? 아이돌 추락의 전말",완료
2026-05-04 16:00,AI Refined,네이트판 인기 스토리,내 딸이라면 무조건 반대? '돈 없는 남자' 결혼 논란에 불 붙은 이유,완료
2026-05-04 16:00,AI Refined,네이트판 인기 스토리,"새엄마에게 밀려 찬밥 신세된 딸, 이혼이 답일까? 경악 스토리",완료
2026-05-04 16:15,AI Refined,정치 우파 관점,"TK 민심 ""뽑아줬더니 뭐했노?"" 보수 아성도 흔든 충격 실체",완료
2026-05-04 16:15,AI Refined,정치 좌파 관점,"이재명 특검법 거부권 사수! 박상용 검사, 권한쟁의심판 카드 꺼낸 진짜 이유",완료
2026-05-04 16:15,AI Refined,보조금/지원금/복지,월 10만원으로 1500만원 만드는 법? 2026 청년내일저축계좌 신청 기회 놓치지 마세요!,완료
2026-05-04 16:15,AI Refined,예적금/특판,'보이지 않는 계급장' 신용등급 확 바뀐다! 내 점수 올리는 2024년 황금 전략,완료
2026-05-04 16:15,AI Refined,예적금/특판,"SK하이닉스 1000조 돌파! 코스피 사상 최고치, 지금 당장 사야 할 주식은?",완료
2026-05-04 16:15,AI Refined,연금/시니어,노년층 긴급주의! 재난 시 혼자 대피 불가? 부모님 안전 비상 매뉴얼 총정리,완료
2026-05-04 16:15,AI Refined,부동산/청약,한강벨트 집값 폭등 vs 세금 곡소리! 2026 지방선거 부동산 민심 뒤흔든 '이것',완료
2026-05-04 16:15,AI Refined,부동산/청약,"세종시 아파트 4일째 전기 끊김 충격! 이 동네, 지금 청약해도 괜찮을까?",완료
2026-05-04 16:15,AI Refined,세금/절세,2024 종합소득세 폭탄 피하는 법! 숨겨진 환급금 100만원 이상 받는 꿀팁,완료
2026-05-04 16:15,AI Refined,도파민/이슈,"솔로지옥4 국동호 학폭 논란 터졌다! 소속사 긴급 입장 발표, 진실은?",완료
2026-05-04 16:15,AI Refined,도파민/이슈,장원영 뷔 열애설 진짜였어? 팬싸 유출 영상 속 충격적인 진실 총정리,완료
2026-05-04 16:15,AI Refined,네이트판 인기 스토리,"""딸을 키워보니..."" 돈 없는 남자와 결혼 절대 반대하는 엄마의 현실 조언 (네이트판 레전드 썰)",완료
2026-05-04 16:15,AI Refined,네이트판 인기 스토리,"새아버지와 엄마한테 아이 생기자 찬밥 신세된 딸, 충격적인 네이트판 실화",완료
2026-05-04 16:31,AI Refined,정치 우파 관점,"오세훈-정원오 '부동산·특검' 설전, 2026 지방선거 전초전?",완료
2026-05-04 16:31,AI Refined,정치 우파 관점,"""내란죄 기소된 인사가 광역단체장 후보?"" 여권 내부 공천 논란의 본질",완료
2026-05-04 16:31,AI Refined,정치 좌파 관점,"'부동산·특검' 오세훈-정원오 대결, 민심은 어디로? 2026 판세 분석",완료
2026-05-04 16:31,AI Refined,정치 좌파 관점,"""법치파괴"" 비판받는 오세훈, 민주당의 반격 전략은?",완료
2026-05-04 16:31,AI Refined,보조금/지원금/복지,월 10만원 넣고 1500만원 받는 '청년내일저축계좌' 지금 신청하세요!,완료
2026-05-04 16:31,AI Refined,보조금/지원금/복지,"임산부 안심 출산 보장? '안전한 의료체계' 약속, 내가 받을 혜택은?",완료
2026-05-04 16:31,AI Refined,예적금/특판,코스피 7천피 돌파 초읽기! 지금 놓치면 후회할 투자 기회는?,완료
2026-05-04 16:31,AI Refined,예적금/특판,증권사 '매수' 리포트 90% 진실은? 숨겨진 함정과 고수들의 전략,완료
2026-05-04 16:31,AI Refined,연금/시니어,국민연금 수령액 늘리는 5가지 비밀! 늦기 전에 확인하세요,완료
2026-05-04 16:31,AI Refined,부동산/청약,한강벨트 집값 폭락or폭등? 2026 지방선거가 바꿀 부동산 판세,완료
2026-05-04 16:31,AI Refined,부동산/청약,"충격! 세종시 아파트 4일 정전 사태, 우리 아파트도 안전할까?",완료
2026-05-04 16:31,AI Refined,세금/절세,2024년 놓치면 후회할 세금 환급! '이것'만 알면 수십만원 더 받는다,완료
2026-05-04 16:31,AI Refined,도파민/이슈,"동유럽 핵전쟁, '전 지구 식량 붕괴' 경고! 우리 가족은 살아남을 수 있을까?",완료
2026-05-04 16:31,AI Refined,도파민/이슈,"엔시티 위시 유우시 '친일파' 논란 확산, 팬들 분노 폭발!",완료
2026-05-04 16:31,AI Refined,네이트판 인기 스토리,"""돈 없는 남자와 결혼 NO!"" 딸을 키우는 엄마의 충격적인 고백",완료
2026-05-04 16:31,AI Refined,네이트판 인기 스토리,새아버지의 아이가 생기자 '찬밥 신세' 된 딸? 충격 가족 썰,완료
2026-05-04 16:46,AI Refined,정치 우파 관점,"오세훈 부동산 정책, '이것' 때문에 재평가? 2026 지방선거 판세 뒤집을 카드 분석",완료
2026-05-04 16:46,AI Refined,정치 좌파 관점,"'조작기소' 특검, 위헌성 논란에도 강행하는 진짜 이유? 2026 지방선거 핵심 쟁점",완료
2026-05-04 16:46,AI Refined,보조금/지원금/복지,"월 10만원 넣고 1500만원 받는 '청년내일저축계좌' 2026년 신청, 내가 받을 수 있을까?",완료
2026-05-04 16:46,AI Refined,예적금/특판,"코스피 7000피 임박! SK하이닉스 1000조 돌파, 증권사 90%가 '매수' 외치는 진짜 이유?",완료
2026-05-04 16:46,AI Refined,연금/시니어,"""AI로 '노가다 국가' 끝낸다"" 구윤철의 특명, 시니어 일자리와 연금에 미칠 파급력 분석",완료
2026-05-04 16:46,AI Refined,부동산/청약,"오세훈 부동산 정책 '엇갈린 평가', 한강벨트 아파트 가격, 다음은 어디? 2026 지방선거 최대 변수",완료
2026-05-04 16:46,AI Refined,세금/절세,AI가 내 세금을 계산한다? 미래형 'AI 계산대' 도입이 불러올 개인 세금/절세의 변화,완료
2026-05-04 16:46,AI Refined,도파민/이슈,"장원영, 뷔와 열애설 '공개적으로 언급'했다? 팬덤 뒤집힌 역대급 발언의 진실 ㄷㄷ",완료
2026-05-04 16:46,AI Refined,네이트판 인기 스토리,"""내 딸이라면 절대 반대!"" 돈 없는 남자와의 결혼, 엄마들이 소름 돋게 공감하는 현실적인 이유",완료
2026-05-04 17:02,AI Refined,정치 우파 관점,이재명 하명입법 자백? '이것'만 폐지되면 국힘 지지율 폭등한다,완료
2026-05-04 17:02,AI Refined,정치 우파 관점,"정원오 비판 역풍? ""文정권 5년간 집값 폭등 주범은 따로 있었다"" 우파 시선",완료
2026-05-04 17:02,AI Refined,정치 좌파 관점,"""검찰 조작기소? 국민은 안다!"" 이재명 특검 도입, 총선 민심 폭발 이유",완료
2026-05-04 17:02,AI Refined,정치 좌파 관점,"유은혜 불출마 선언, '민주당 경기교육판 흔들리나?' 2026 지방선거 미리보기",완료
2026-05-04 17:02,AI Refined,보조금/지원금/복지,월 10만원 넣으면 1500만원 받는다고? 2026 청년내일저축계좌 신청기간 놓치면 평생 후회,완료
2026-05-04 17:02,AI Refined,보조금/지원금/복지,"임산부라면 필독! 정부가 약속한 '이것', 출산 지원금 숨겨진 혜택 다 받으세요",완료
2026-05-04 17:02,AI Refined,예적금/특판,한은 기준금리 인상 신호탄? 지금 당장 은행 달려가야 하는 초고금리 예적금 특판,완료
2026-05-04 17:02,AI Refined,예적금/특판,"증권사 90% ""이 주식 사세요!"" 터지기 전 미리 잡아야 할 숨겨진 황금주식",완료
2026-05-04 17:02,AI Refined,연금/시니어,"2026년 국민연금, 이대로면 '반토막' 경고! 시니어 세대 노후자금 비상 걸린 이유",완료
2026-05-04 17:02,AI Refined,부동산/청약,"서울 아파트 전세, 5500만원 벌어줄 '이중가격' 활용법 (feat. 내집마련 기회?)",완료
2026-05-04 17:02,AI Refined,부동산/청약,"규제완화 '들썩' 노원구 재건축, 지금 안 잡으면 후회할 투자기회 포착",완료
2026-05-04 17:02,AI Refined,세금/절세,2024년 종합소득세 폭탄 피하는 법! 숨겨진 세금 환급액 100만원 더 받으세요,완료
2026-05-04 17:02,AI Refined,도파민/이슈,"솔로지옥 4 국동호 학폭 터졌다? 진실공방, 제작진 초유의 사태",완료
2026-05-04 17:02,AI Refined,도파민/이슈,"속보) 장원영-뷔 열애설, 직접 입 열었다? '최초 공개' 그 진실은",완료
2026-05-04 17:02,AI Refined,네이트판 인기 스토리,"""딸 가진 엄마들 소름 돋는다"" 돈 없는 남자와 결혼 반대? 딸바보 엄마들의 현실 고민",완료
2026-05-04 17:02,AI Refined,네이트판 인기 스토리,"""새 엄마, 새 아빠에게 아이가 생기자마자 찬밥 신세로 전락했습니다"" 당신이라면 어떻게?",완료
2026-05-04 17:18,AI Refined,정치 우파 관점,"尹 대통령의 '결정적 한 수', 특검 거부권 향방에 달린 대한민국 미래?",완료
2026-05-04 17:18,AI Refined,정치 좌파 관점,"이재명 '조작 특검' 촉구, 숨겨진 진실 밝혀질까? 야당의 다음 스텝은?",완료
2026-05-04 17:18,AI Refined,보조금/지원금/복지,월 10만원 넣고 1500만원? '청년내일저축계좌' 신청 조건과 꿀팁 총정리,완료
2026-05-04 17:18,AI Refined,예적금/특판,금리 3.615% 비상! 지금 당장 가입해야 할 '고금리 예적금' 상품 TOP 3,완료
2026-05-04 17:18,AI Refined,연금/시니어,당신의 노년이 달렸다! '국민연금' 절대 놓치면 안 될 2026년 대변화 미리보기,완료
2026-05-04 17:18,AI Refined,부동산/청약,"서울 아파트 '전세 이중가격'의 비밀: 5500만원 차이, 당신만 모르는 청약 기회?",완료
2026-05-04 17:18,AI Refined,세금/절세,"세금 폭탄 피하는 법? 2026년 종합소득세 환급, 이 한 장으로 최대치 돌려받으세요!",완료
2026-05-04 17:18,AI Refined,도파민/이슈,충격! 장원영이 뷔와의 열애설 직접 언급? 팬들 난리난 '이 발언'의 진실은?,완료
2026-05-04 17:18,AI Refined,네이트판 인기 스토리,"내 딸이라면 '돈 없는 남자' 결혼 절대 반대! 네이트판 레전드 사연, 당신의 선택은?",완료
2026-05-04 17:34,AI Refined,정치 우파 관점,"한강벨트 흔들? 오세훈 집값vs여당 세금, 2026 지방선거 판세 분석",완료
2026-05-04 17:34,AI Refined,정치 좌파 관점,보수언론 '노란봉투법' 비판의 속내? 이재명 정부 노동정책 진짜 성과,완료
2026-05-04 17:34,AI Refined,보조금/지원금/복지,수도권 공공주택 6만호 폭탄! 나도 당첨될까? 놓치면 후회할 지원책,완료
2026-05-04 17:34,AI Refined,예적금/특판,증권사 '매수' 리포트 90%의 충격 실체! 지금 사면 망한다?,완료
2026-05-04 17:34,AI Refined,연금/시니어,갑자기 어지럼증 느껴진다면? 연 100만명 겪는 '이 증상' 뇌질환 위험 신호,완료
2026-05-04 17:34,AI Refined,부동산/청약,"노원구 재건축 터진다! 규제 완화 역대급 호재, 지금 사야 할 아파트 명단",완료
2026-05-04 17:34,AI Refined,세금/절세,5월 종합소득세 폭탄 피하는 법? 누구나 놓치는 '숨은 공제' 싹 다 찾기,완료
2026-05-04 17:34,AI Refined,도파민/이슈,장원영이 뷔랑 사귄다고 공식 발표? 팬덤 초토화시킨 초유의 스캔들 전말,완료
2026-05-04 17:34,AI Refined,네이트판 인기 스토리,"""딸 낳고 나니 돈 없는 남자 결혼, 절대 반대합니다"" 네이트판 레전드 썰",완료
2026-05-04 17:52,AI Refined,정치 우파 관점,한동훈 부산 북갑 등판! '보수재건'의 진짜 의미와 2026 지방선거 판세 예측,완료
2026-05-04 17:52,AI Refined,정치 좌파 관점,"'이재명 특검' 위헌 논란, 민주당의 진짜 노림수는? 2026 지방선거 판세 분석",완료
2026-05-04 17:52,AI Refined,보조금/지원금/복지,"임산부, 신생아 가정 필수 확인! 2024년 새로 바뀌는 복지 혜택과 지원금 총정리",완료
2026-05-04 17:52,AI Refined,예적금/특판,"증권사 '매수 리포트' 90%의 충격적 진실, 당신의 돈 지키는 투자 전략은?",완료
2026-05-04 17:52,AI Refined,연금/시니어,연간 100만 명 '어지럼증'의 경고! 이 증상 나타나면 뇌 질환 의심해야 할 때,완료
2026-05-04 17:52,AI Refined,부동산/청약,29억 폭탄 맞지 않으려면? 개발 지연 피해 예방! 당신의 부동산 자산 지키는 법,완료
2026-05-04 17:52,AI Refined,세금/절세,숨은 세금 환급액 100만원 찾는 법! 2024년 놓치면 후회할 절세 꿀팁,완료
2026-05-04 17:52,AI Refined,도파민/이슈,"장원영♥뷔 열애설, 그들이 직접 밝힌 놀라운 진실은? (충격)",완료
2026-05-04 17:52,AI Refined,도파민/이슈,솔로지옥 국동호 학폭 논란 재점화! 숨겨진 과거와 현재 상황 총정리,완료
2026-05-04 17:52,AI Refined,네이트판 인기 스토리,"'돈 없는 남자' 결혼 반대하는 엄마의 속마음, 당신의 선택은? (feat. 현실 조언)",완료
2026-05-04 17:52,AI Refined,네이트판 인기 스토리,"친구 시어머니상, 과연 어디까지 가야 할까? 당신의 인간관계 고민 해결법",완료
2026-05-06 10:44,AI Refined,정치 우파 관점,"조국혁신당 담양군수 차명 재산 의혹, 이래도 괜찮나? 팩트체크!",완료
2026-05-06 10:44,AI Refined,정치 우파 관점,"하남갑 격전지! 2026 지방선거 민심 풍향계, 이광재 vs 이용 승자는?",완료
2026-05-06 10:44,AI Refined,정치 좌파 관점,"조국혁신당 '담양군수 의혹' 논란, 당정 지지율 영향은?",완료
2026-05-06 10:44,AI Refined,정치 좌파 관점,"2026 지방선거 전초전 하남갑, 민주당 승리 시나리오 분석!",완료
2026-05-06 10:44,AI Refined,보조금/지원금/복지,"2024년 숨겨진 정부 지원금, 나도 모르게 놓치고 있는 혜택 3가지!",완료
2026-05-06 10:44,AI Refined,예적금/특판,"코스피 7천 시대, 8천 돌파 전에 알아야 할 투자 전략",완료
2026-05-06 10:44,AI Refined,예적금/특판,"코스피 7천 돌파, 개미들은 왜 불안해할까? 놓치면 안 될 이것!",완료
2026-05-06 10:44,AI Refined,연금/시니어,우리 아이 성조숙증? 의심된다면 반드시 확인해야 할 3가지!,완료
2026-05-06 10:44,AI Refined,부동산/청약,월세 25만원 풀옵션 오피스텔? 청년들을 위한 숨은 꿀팁 대방출!,완료
2026-05-06 10:44,AI Refined,부동산/청약,"광천터미널 개발 '도시재생', 내 집값 오를까? (가치 분석)",완료
2026-05-06 10:44,AI Refined,세금/절세,"2024 종합소득세 환급, 지금 신청 안 하면 세금 폭탄 맞는다?",완료
2026-05-06 10:44,AI Refined,도파민/이슈,멧갈라 제니X카리나 '이것' 때문에 난리! 현장 충격 영상 대공개?,완료
2026-05-06 10:44,AI Refined,도파민/이슈,"'아일릿 뉴진스 표절' 논란, 사진 한 장으로 끝났다? (팬들 난리난 이유)",완료
2026-05-06 10:44,AI Refined,네이트판 인기 스토리,"남편이 '이모들 4만원'도 아깝다고 이혼하자는데, 제가 이상한가요?",완료
2026-05-06 10:44,AI Refined,네이트판 인기 스토리,"결혼하고 '이것' 때문에 친구에게 정떨어진 당신, 공감하시나요?",완료
2026-05-06 11:00,AI Refined,정치 우파 관점,"이화영 '술자리 진술 조작' 논란, 이재명 사법 리스크 비상등?",완료
2026-05-06 11:00,AI Refined,정치 좌파 관점,"박상용 검사 ""답정너 수사"" 일침, 이화영 술자리 공방의 본질은?",완료
2026-05-06 11:00,AI Refined,보조금/지원금/복지,"2024년 숨겨진 청년지원금, 월세 25만원 풀옵션 나도 받을 수 있나?",완료
2026-05-06 11:00,AI Refined,예적금/특판,"시중은행 7%대 예적금 특판, 단 며칠! 지금 놓치면 후회하는 상품은?",완료
2026-05-06 11:00,AI Refined,연금/시니어,"국민연금 개편 비상! 2024년, 내 연금 수령액 역대급 변화 온다",완료
2026-05-06 11:00,AI Refined,부동산/청약,월세 25만원 풀옵션 역대급 기회? 청년 특별 임대주택 놓치지 마세요!,완료
2026-05-06 11:00,AI Refined,세금/절세,"종합소득세 폭탄 피하는 단 3가지 방법, 의외로 놓치는 '이것'",완료
2026-05-06 11:00,AI Refined,도파민/이슈,"코스피 7천피 돌파! ""8,600도 꿈 아니다"" 지금 안 사면 벼락거지?",완료
2026-05-06 11:00,AI Refined,네이트판 인기 스토리,이모 생일에 4만원 안 썼다고 이혼 위기? 진짜 '문제'는 따로 있었다,완료
2026-05-06 11:13,AI Refined,불편한 진실,"애플도 속인 '반쪽짜리 AI', 당신이 모르는 빅테크의 '달콤한 거짓말'",완료
2026-05-06 11:13,AI Refined,미래형 라이프스타일,AI 전력 대란: 당신의 전기요금 폭탄? AI 반도체가 먹는 '숨겨진 에너지 위기',완료
2026-05-06 11:13,AI Refined,예측 불가능한 미래 대비,식탁 물가 폭탄? 올 여름 '이 식료품' 가격 20% 더 폭등한다 (가계 경제 비상),완료
2026-05-06 11:13,AI Refined,예측 불가능한 미래 대비,강남 재건축보다 '이곳'이 터진다? 50대 기업이 숨겨둔 100조 '비업무용 부동산'의 미래가치,완료
2026-05-06 11:13,AI Refined,예측 불가능한 미래 대비,"'초고령 사회' 대한민국, 노인 자녀 '간병 파산' 막는 법? 부모님께 지금 당장 꺼내야 할 '이 질문'",완료
2026-05-06 11:13,AI Refined,예측 불가능한 미래 대비,5년 뒤 국민연금 '진짜' 받을 수 있을까? 지금 '이것' 준비 안하면 수령액 반토막 난다,완료
2026-05-06 11:13,AI Refined,미래형 라이프스타일,'월세 25만원' 풀옵션? 서울 탈출 성공한 청년들이 찾아낸 '이 도시'의 비밀,완료
2026-05-06 11:13,AI Refined,불편한 진실,우리 아이 '성조숙증'일까? 부모가 외면하는 '키 성장 경쟁'의 불편한 진실,완료
2026-05-06 11:13,AI Refined,불편한 진실,'명절 부조금 4만원' 때문에 이혼 위기? MZ세대 가족갈등의 진짜 불편한 진실,완료
2026-05-06 11:13,AI Refined,불편한 진실,시댁 행사 연 5회 이상? '며느리 역할' 강요하는 시월드의 불편한 진실,완료
2026-05-06 11:13,AI Refined,불편한 진실,"이혼 후 재산 분할, 이걸 몰라 반토막? '돌싱'이 절대 말해주지 않는 숨겨진 진실",완료
2026-05-06 11:13,AI Refined,불편한 진실,MZ세대 '부업 열풍'의 그림자? 억대 연봉 포기하는 당신이 모르는 '이것'의 진짜 위험,완료
2026-05-06 11:13,AI Refined,미래형 라이프스타일,서울살이 포기? '초저가 워케이션' 뜨는 숨겨진 지방 도시 3곳 (당신의 은퇴 후 삶이 달렸다),완료
2026-05-06 11:15,AI Refined,정치 우파 관점,"이재명 측 '검찰 술자리' 진실공방, 누가 거짓말하고 있나?",완료
